ProductName,Stars,Ratings,Reviews,Current_Price,MRP,Proccessor,Ram,Storage,ImageURL
ASUS Ryzen 3 Dual Core,0,0,0,33990,48990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/2/g/vivobook-15-laptop-asus-original-imagggysxrzgu9dq.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
Infinix INBook X1 Neo Series Celeron Quad Core,4.2,3431,500,24999,39990,Intel Celeron Quad Core Processor,8 GB LPDDR4X RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/b/f/k/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49hqgt2ggzc.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,4.1,34,5,65990,95790,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Infinix X1 Slim Series Core i7 10th Gen,3.7,111,27,54990,69999,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/l/a/w/-original-imagf39qgu4qjmgk.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
acer Aspire 7 Core i5 12th Gen,4.3,2969,346,57990,83999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.1,75,9,69890,87600,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kod858w0/computer/g/a/w/na-notebook-dell-original-imag2u9tqt3ychmv.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,0,0,0,37490,61590,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/z/x/15itl6-thin-and-light-laptop-lenovo-original-imagheh5ruph5rpv.jpeg?q=70
DELL Inspiron Core i5 12th Gen,0,0,0,65390,85751,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
Lenovo IdeaPad 3 Core i5 12th Gen,4.2,236,20,62490,76890,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,0,0,0,63990,95090,AMD Ryzen 5 Hexa Core Processor,16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/d/n/14alc7-thin-and-light-laptop-lenovo-original-imaggujj83hzvnqc.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H,0,0,0,68990,86547,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/o/f/16-e0650ax-gaming-laptop-hp-original-imagkzqetd9hbwru.jpeg?q=70
ASUS VivoBook Flip 14 Core i3 11th Gen,4,141,21,49990,67990,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
Infinix X1 Slim Series Core i5 10th Gen,4.2,697,100,44990,59999,Intel Core i5 Processor (10th Gen),8 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
Vaio E Series Ryzen 5 Quad Core 3500U,4,706,141,41990,66990,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kmccosw0/computer/2/r/e/e15-amd-thin-and-light-laptop-vaio-original-imagf9eapgpdwujs.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,364,39,40990,58990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.2,17,3,49890,90783,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ko8xtow0/computer/j/q/r/na-thin-and-light-laptop-dell-original-imag2qm3x6zhexrf.jpeg?q=70
DELL Inspiron Core i3 11th Gen,3.7,683,86,39690,51493,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/v/h/r/-original-imagf35ecakxcshj.jpeg?q=70
acer Aspire Vero (Green PC) Core i5 11th Gen,0,0,0,54990,79999,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/f/g/i/-original-imagczgsyzray43g.jpeg?q=70
ASUS Vivobook 15 Core i3 11th Gen,4.4,35,1,39990,56990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/s/r/z/vivobook15-thin-and-light-laptop-asus-original-imag6eyabh3w846p.jpeg?q=70
Infinix INBook X1 Neo Series Celeron Quad Core,4.1,738,121,20990,29990,Intel Celeron Quad Core Processor,4 GB LPDDR4X RAM,128 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/h/g/l/inbook-x1-neo-thin-and-light-laptop-infinix-original-imagg49gbqxuhfha.jpeg?q=70
HP G8 Core i3 11th Gen,4,40,2,34690,45743,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/x/t/x/notebook-laptop-hp-original-imagjdywrx9g8yph.jpeg?q=70
realme Book (Slim) Core i3 11th Gen,4.4,12395,1847,46990,54999,Stylish & Portable Thin and Light Laptop,14 inch 2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB, 3:2 aspect ratio, Full Vision Display),Light Laptop without Optical Disk Drive,https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/v/b/y/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgw27k4tbb.jpeg?q=70
DELL Inspiron Core i5 11th Gen,3.7,10,0,57990,73171,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.3,245,30,61900,72600,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kqb8pzk0/computer/d/j/c/na-2-in-1-laptop-dell-original-imag4dy68bwtg8j9.jpeg?q=70
acer Aspire 5 Core i5 12th Gen,0,0,0,57990,74999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/p/h/a515-57-thin-and-light-laptop-acer-original-imagkfjvv6cdzvze.jpeg?q=70
DELL Inspiron Core i3 11th Gen,3.1,15,3,44290,55047,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/v/c/x/inspiron-3511-thin-and-light-laptop-dell-original-imagf4n2y3uk8jcz.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
ASUS Vivobook K15 OLED Ryzen 5 Hexa Core AMD R5,4.5,742,79,58990,80990,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/r/n/-original-imagg6t94c5qsaqx.jpeg?q=70
DELL Vostro Core i3 10th Gen,4.2,50,4,42490,57858,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/2/m/b/na-thin-and-light-laptop-dell-original-imag585xzyrystrc.jpeg?q=70
HP 15s Core i3 11th Gen,0,0,0,37770,48052,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/g/i/2/laptop-hp-15s-fq2670tu-laptop-hp-original-imagjmgbdgahch5f.jpeg?q=70
Lenovo IdeaPad Ryzen 5 Hexa Core 5500U,4.1,54,10,50990,67990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwmfqfk0/computer/8/l/2/ideapad-3-14acl6-thin-and-light-laptop-lenovo-original-imag99kmftdeexpz.jpeg?q=70
DELL Core i5 12th Gen,4,7,0,61490,79928,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1fc0i80/computer/9/5/r/inspiron-3525-thin-and-light-laptop-dell-original-imagczzfezyd7tqs.jpeg?q=70
HP Pavilion Gaming Ryzen 5 Quad Core 3550H,4.4,2207,248,59990,0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/computer/q/x/r/hp-na-gaming-laptop-original-imaftpesbvfxgw9t.jpeg?q=70
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7,4.6,58,7,63990,86990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70
DELL Ryzen 3 Quad Core 5425U,4.6,7,1,43490,55384,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/computer/e/u/0/inspiron-3525-notebook-dell-original-imagcyrebyny33kd.jpeg?q=70
DELL Vostro Core i3 11th Gen,4.1,9,1,42890,44427,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kzygpzk0/computer/u/n/j/vostro-3400-thin-and-light-laptop-dell-original-imagbuusnyzeqsjh.jpeg?q=70
Lenovo IdeaPad 3 Celeron Dual Core 4th Gen,4.1,933,93,25990,40490,Intel Celeron Dual Core Processor (4th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Infinix X1 Slim Series Core i3 10th Gen,4.3,4244,565,35990,49999,Intel Core i3 Processor (10th Gen),8 GB LPDDR4X RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
HP 15s Intel Core i3 11th Gen,4.2,230,18,41999,47834,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l51d30w0/computer/4/a/i/15s-fq2671tu-thin-and-light-laptop-hp-original-imagfsxsgmkdcjsg.jpeg?q=70
Lenovo IdeaPad 3 Core i5 12th Gen,4.1,78,10,66490,82490,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
DELL Vostro Core i3 10th Gen,4.2,904,106,42490,54781,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/s/e/r/-original-imagcr7j9zvqpjeq.jpeg?q=70
Lenovo Core i3 11th Gen,4.1,26,2,40699,55695,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70
ASUS TUF Gaming A17 Ryzen 5 Hexa Core AMD R5,4.5,531,92,64590,81990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/u/x/h/na-gaming-laptop-asus-original-imag7bhdsxf4t3sz.jpeg?q=70
Lenovo Ryzen 3 Dual Core 3250U,3.6,84,16,31490,36923,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/r/f/g/v15-ada-laptop-lenovo-original-imag7fh6fufy5cjp.jpeg?q=70
DELL Inspiron Ryzen 3 Dual Core 3250U,4.2,26,2,44090,56771,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
HP Athlon Dual Core 3050U,4,848,94,29490,39288,AMD Athlon Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.1,993,109,45390,60490,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/o/3/o/inspiron-3511-thin-and-light-laptop-dell-original-imag7csrvdhnsbdf.jpeg?q=70
HP Ryzen 3 Quad Core 5300U,4.3,1974,255,41990,52900,AMD Ryzen 3 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/k/i/-original-imaggsh8hmh4jmdz.jpeg?q=70
DELL Vostro Ryzen 3 Dual Core 3250U,4.1,68,13,42190,51105,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/u/8/s/-original-imagf35ee3xwgkzv.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
DELL Vostro Ryzen 5 Hexa Core 5625U,0,0,0,67115,82373,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/k/m/vostro-5625-thin-and-light-laptop-dell-original-imagkz88uc9ekuxa.jpeg?q=70
DELL Core i3 12th Gen,4,9,2,47990,55047,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70
HP 14s Intel Celeron Dual Core,3.8,354,33,27891,36865,Intel Celeron Dual Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyrlifk0/computer/i/5/f/14s-dq3032tu-thin-and-light-laptop-hp-original-imagaxgehrzh4jmw.jpeg?q=70
MSI Ryzen 7 Octa Core 5700U,4.2,113,12,52990,78990,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/j/y/modern-15-a5m-280in-notebook-msi-original-imagghky6pgysr4f.jpeg?q=70
ASUS Core i3 11th Gen,0,0,0,35990,52990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/klphn680/computer/l/e/0/x515ja-ej302ts-thin-and-light-laptop-asus-original-imagyrtfuhpeznaj.jpeg?q=70
MSI Bravo Ryzen 5 Hexa Core 5600H,4.4,2115,283,58500,83990,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/3/l/-original-imagha3pvvc2xuz2.jpeg?q=70
HP Athlon Dual Core 3050U,4.3,25,3,25612,31690,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/u/a/255-g8-notebook-hp-original-imagjhbj4jf3pjdy.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4,53,4,43490,56776,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 10th Gen,4.3,9970,999,35990,50990,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
ASUS Vivobook 15 Ryzen 3 Dual Core AMD R3,4.3,398,48,34990,46990,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/t/h/-original-imagg6t9pauha4t7.jpeg?q=70
acer Aspire 7 Core i5 12th Gen,4.3,2969,346,61990,94999,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.4,798,67,31990,36133,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
DELL Vostro 3405 Athlon Dual Core 3050,4.1,488,54,28290,39874,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/h/m/y/dell-na-thin-and-light-laptop-original-imafyhm5fac6yfvy.jpeg?q=70
MSI GF63 Thin Hexa Core i5 10th Gen,4.4,3387,350,54490,76990,Intel Hexa Core i5 Processor (10th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ko7idu80/computer/x/l/i/gf63-thin-10scxr-1616in-notebook-msi-original-imag2q55h6w2avfr.jpeg?q=70
Lenovo Core i3 10th Gen,4.3,768,76,38990,62190,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
DELL Inspiron Core i5 11th Gen,4.3,505,53,60390,65321,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/2/d/3/na-thin-and-light-laptop-dell-original-imag7cst7unghqek.jpeg?q=70
Avita Pura E,0,0,0,29990,47990,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l30hmkw0/computer/4/0/s/pura-e-comet-lake-i3-laptop-avita-original-image8ezr4afxxvd.jpeg?q=70
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.6,78,11,61990,79990,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/q/v/i/np750xed-kb1in-thin-and-light-laptop-samsung-original-imagednvcrgdxpam.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core AMD R5,4.5,95,13,63990,73544,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70
Lenovo IdeaPad 3 Core i3 10th Gen,4.3,8,0,31990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/1/w/14iil05-thin-and-light-laptop-lenovo-original-imagkwgzvknngbfu.jpeg?q=70
ASUS Vivobook AMD R5 5600H Ryzen 5 Hexa Core 10th Gen,0,0,0,54980,74990,AMD Ryzen 5 Hexa Core Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/n/q/vivobook-16x-m1603qa-laptop-asus-original-imagjy3g4gvfrg5h.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5625U,4.2,264,27,55200,64491,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l111lzk0/computer/p/f/n/15-eh2018au-thin-and-light-laptop-hp-original-imagczx55up3xzfv.jpeg?q=70
HP 15s Intel Core i3 11th Gen,4.1,131,8,41490,51470,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/u/m/15s-du3614tu-thin-and-light-laptop-hp-original-imagghe6jcf76wgc.jpeg?q=70
realme Book(Slim) Intel Evo Core i5 11th Gen,4.4,7067,949,59990,69999,Powered by 11th Gen Intel Evo Core i5 Processor,Microsoft Office 2019 Home & Student Included,Intel Core i5 Processor (11th Gen),https://rukminim1.flixcart.com/image/312/312/ksez24w0/computer/h/8/9/rmnb1001-thin-and-light-laptop-realme-original-imag5zhgcstmjbxg.jpeg?q=70
HP Core i5 7th Gen,4.3,6,3,60000,113737,Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features),Intel Core i5 Processor (7th Gen),64 bit Windows 10 Operating System,https://rukminim1.flixcart.com/image/312/312/computer/a/y/b/hp-spectre-notebook-original-imaepbx7ncxbuzwc.jpeg?q=70
acer Aspire 3 Pentium Silver,4,19,3,26490,32990,Intel Pentium Silver Processor,4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/b/l/5/a314-35-notebook-acer-original-imagg46sdzyjh6ge.jpeg?q=70
DELL Core i5 11th Gen,4,3,2,59390,74619,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/computer/n/g/g/inspiron-3511-d560742win9s-laptop-dell-original-imagfjtzjr3hhezv.jpeg?q=70
Lenovo Ryzen 5 Hexa Core 5600H,0,0,0,59490,89490,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/k/d/14iau7-gaming-laptop-lenovo-original-imaghnq4zafgebtu.jpeg?q=70
DELL Inspiron Ryzen 7 Octa Core 5825U,4,25,6,66190,85550,Processor: AMD Ryzen 7-5825U (2.00 GHz up to 4.50 GHz),RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 512GB SSD,Display: 15.6" FHD WVA AG Narrow Border 120Hz 250 nits,https://rukminim1.flixcart.com/image/312/312/l1mh7rk0/computer/e/4/q/inspiron-3525-notebook-dell-original-imagd5k6ykzvkhdc.jpeg?q=70
DELL Core i3 11th Gen,4.2,6,0,42500,55350,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,1 TB HDD,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70
acer Aspire 7 Core i5 12th Gen,4.3,285,33,69990,88999,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/t/m/-original-imaghkcjwpmszxtg.jpeg?q=70
DELL Core i3 12th Gen,4,9,2,47990,55047,Processor: Intel i3-1215U (Base- 0.9 GHz & Turbo up to 4.40 GHz) 6 Cores,RAM & Storage: 8GB DDR4 & 512GB SSD,Display: 15.6" FHD WVA AG 120Hz 250 nits Narrow Border,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/o/s/-original-imaghzah9mjvukjz.jpeg?q=70
Lenovo IdeaPad Core i3 10th Gen,4.2,64,8,35990,53790,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ku4ezrk0/computer/h/x/8/14iil05-thin-and-light-laptop-lenovo-original-imag7anttggbgmzm.jpeg?q=70
DELL Inspiron Core i3 10th Gen,4.2,68,6,46880,63200,Intel Core i3 Processor (10th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
